chr1	2127140	2127340	72	4	152	327	66	44
chr1	2130140	2130340	38	43	6	308	23	77
chr1	2130340	2130740	157	193	694	688	904	200
chr1	2165340	2166540	15	134	8	50	43	56
chr1	2186340	2188140	54	137	29	276	119	150
chr1	2221740	2222940	130	108	5	221	85	58
chr1	2230940	2231140	60	0	65	4	5	20
chr1	2231140	2233340	124	4	6	156	119	52
chr1	2233340	2233540	21	1	2	93	5	1
chr1	2318740	2319340	422	527	46	439	299	427
chr1	2320740	2320940	0	52	36	98	5	36
chr1	2321140	2321340	15	77	13	223	60	133
chr1	2321340	2321740	131	162	4	74	265	132
chr1	2321940	2322140	185	116	239	160	172	195
chr1	2478740	2482340	742	227	1187	1529	1499	239
chr1	2482340	2482740	0	0	0	0	0	0
chr1	2486017	2486417	0	0	0	0	0	20
chr1	2486417	2486817	0	0	0	0	0	0
chr1	2507140	2507340	0	0	0	0	0	0
chr1	2507340	2510740	17	4	9	231	100	11
chr1	2510740	2513740	95	61	119	221	148	55
chr1	2514740	2515340	294	382	494	610	655	425
chr1	2515340	2515940	490	295	337	283	1314	443
chr1	2515940	2516140	3	86	82	62	277	36
chr1	2516140	2516940	651	830	681	710	1052	677
chr1	3570540	3573340	3	16	163	125	206	43
chr1	3573740	3574940	2	2	109	213	189	4
chr1	3574940	3575140	0	0	0	0	0	0
chr1	3576540	3577340	0	0	0	0	0	0
chr1	3579940	3580340	1	0	0	0	3	1
chr1	3580340	3582340	0	2	1	10	152	1
chr1	3582340	3582740	0	0	0	0	1	3
chr1	3582740	3584940	0	0	3	4	97	0
chr1	3587740	3588940	97	1	0	61	10	2
chr1	3588940	3591340	98	2	43	230	12	25
chr1	3591340	3592940	0	0	29	0	0	0
chr1	3592940	3595340	1	1	77	0	2	0
chr1	3595340	3595740	0	0	0	0	0	0
chr1	3720340	3720740	0	0	0	0	0	0
chr1	3720740	3721540	21	0	1	2	1	16
chr1	3721540	3721940	0	0	0	0	0	0
chr1	3807340	3808340	117	95	193	123	267	40
chr1	4855740	4856140	1	0	1	0	72	0
chr1	4856140	4856540	0	0	0	0	0	0
chr1	4856740	4857340	0	0	0	0	0	0
chr1	4857340	4857540	0	0	0	0	0	0
chr1	6054413	6055013	1	109	1	34	5	0
chr1	6084813	6085813	2	1	2	89	1	33
chr1	6087813	6089013	8	1	0	0	87	0
chr1	6257413	6258413	1202	1208	1443	1072	1292	933
chr1	6294613	6295213	242	204	209	64	382	171
chr1	6296213	6296613	62	78	233	515	199	54
chr1	6349413	6350213	3	1	38	98	7	53
chr1	6350213	6351213	4	38	2	154	10	22
chr1	6351213	6352213	1	55	3	1	43	108
chr1	6418213	6418413	0	0	0	99	2	0
chr1	6418413	6420813	94	194	298	209	435	88
chr1	6420813	6421013	0	30	62	89	9	28
chr1	6454413	6454613	178	225	258	279	335	150
chr1	6474813	6475013	0	0	47	63	41	0
chr1	6475013	6475213	1	2	105	109	62	2
chr1	6641813	6642613	325	57	9	474	127	186
chr1	6684213	6684813	104	265	629	332	282	221
chr1	6684813	6685013	173	350	461	360	417	247
chr1	6837013	6839013	0	3	1	1	0	12
chr1	6839013	6839613	2	3	0	0	1	26
chr1	6839613	6840213	66	41	3	0	1	26
chr1	6879613	6880613	82	138	63	7	186	107
chr1	6880613	6881413	39	115	150	103	44	56
chr1	6881413	6881813	44	0	0	1	2	18
chr1	6882213	6882813	0	18	16	2	0	17
chr1	6882813	6883013	0	0	0	0	0	17
chr1	6883013	6883813	81	33	6	6	6	110
chr1	6884013	6885213	93	151	61	3	9	70
chr1	6892813	6893213	0	35	4	5	139	48
chr1	6920813	6921013	0	0	1	0	0	0
chr1	6921013	6921813	24	39	1	0	7	19
chr1	6928413	6929413	27	42	73	7	74	105
chr1	6944613	6945013	26	26	0	6	188	4
chr1	6948213	6949213	103	31	223	6	89	97
chr1	7462413	7463213	0	0	48	1	1	2
chr1	7463213	7464213	0	0	0	0	0	0
chr1	7464213	7465213	0	0	0	0	0	0
chr1	7465813	7466413	0	0	0	0	0	0
chr1	7466413	7466613	0	0	0	0	0	0
chr1	7466613	7467413	0	0	0	0	0	0
chr1	7467413	7467813	0	0	0	0	0	0
chr1	7467813	7468213	0	0	0	0	0	0
chr1	8048613	8049613	5	199	2	96	52	17
chr1	8053413	8053613	0	0	0	0	0	0
chr1	8053613	8054813	0	0	28	1	1	15
chr1	8054813	8055013	0	0	0	0	2	12
chr1	8156213	8157013	36	30	40	299	104	2
chr1	8157013	8158413	72	4	36	430	45	23
chr1	8158413	8158813	0	0	0	0	0	0
chr1	8164413	8165413	0	1	24	0	0	8
chr1	8181013	8181413	66	39	14	1	5	0
chr1	8181413	8181813	1	1	1	101	9	19
chr1	8205613	8206213	0	39	0	0	2	0
chr1	8218813	8219413	0	0	0	0	0	0
chr1	8226413	8228413	0	0	16	1	0	0
chr1	8229213	8229613	0	31	4	19	6	0
chr1	8229613	8230013	0	0	0	0	0	0
chr1	8230013	8230613	0	0	0	0	3	15
chr1	8241613	8242013	0	15	30	0	2	1
chr1	8242013	8242413	0	15	0	0	1	1
chr1	8242413	8243813	1	2	3	12	83	0
chr1	8341613	8342013	0	0	0	0	0	1
chr1	8342013	8344013	0	0	0	0	0	0
chr1	8344013	8344213	0	0	0	0	0	0
chr1	8455213	8455413	0	0	0	1	4	0
chr1	8455413	8458413	455	545	323	226	351	373
chr1	8458413	8459013	40	138	27	5	9	10
chr1	8486613	8487213	42	0	27	185	8	38
chr1	8487213	8487613	3	44	1	58	98	32
chr1	8487613	8488013	88	72	72	7	79	39
chr1	8488013	8488413	66	101	123	6	56	38
chr1	8488413	8488813	67	55	119	4	51	14
chr1	8491013	8491213	54	85	1	2	6	1
chr1	8491213	8491413	2	6	52	6	179	36
chr1	8537013	8538213	94	92	3	3	7	41
chr1	8552813	8553413	64	106	1	107	113	15
chr1	8554013	8556613	304	113	104	90	222	135
chr1	8556613	8556813	49	31	132	6	13	38
chr1	8556813	8557813	86	104	60	3	15	66
chr1	8569813	8570813	26	16	0	0	6	57
chr1	8570813	8571013	38	0	0	0	1	6
chr1	8580213	8580613	84	52	2	3	66	43
chr1	8580613	8580813	1	24	5	2	69	35
chr1	8580813	8581413	0	25	27	4	1	15
chr1	8583213	8583413	1	26	24	1	2	1
chr1	8583413	8586413	432	344	687	140	464	324
chr1	8586413	8586613	1	0	1	43	56	4
chr1	8592813	8593013	0	0	0	1	30	0
chr1	8593013	8594213	80	97	224	310	186	35
chr1	8594213	8594613	3	1	57	2	2	5
chr1	8600213	8600613	1	25	2	1	43	50
chr1	8601013	8601813	34	82	1	5	4	13
chr1	8604813	8605413	0	1	65	0	1	0
chr1	8615013	8616213	164	59	83	13	238	119
chr1	8655813	8656813	42	0	0	1	4	63
chr1	8687813	8688613	95	27	2	3	35	21
chr1	8688813	8690413	175	241	296	137	224	174
chr1	8702813	8703213	49	117	1	1	11	11
chr1	8703213	8703813	3	53	140	6	79	93
chr1	8703813	8705613	118	134	9	298	529	90
chr1	8711013	8711213	0	0	0	1	0	0
chr1	8711213	8713213	38	128	48	2	7	85
chr1	8713213	8713413	4	35	1	0	6	0
chr1	8713813	8714013	0	0	1	0	2	29
chr1	8718413	8718613	0	20	1	0	2	0
chr1	8720213	8720413	1	2	7	1	88	0
chr1	8720413	8722813	88	94	106	162	19	33
chr1	8722813	8723013	21	0	1	0	0	0
chr1	8723413	8724813	39	67	79	47	286	152
chr1	8724813	8726013	71	28	182	151	69	145
chr1	8726013	8726613	1	54	25	2	67	22
chr1	8726613	8727213	0	53	1	3	7	32
chr1	8729613	8729813	2	85	37	1	5	8
chr1	8740213	8740813	37	64	144	3	15	75
chr1	8740813	8741613	35	96	71	8	68	91
chr1	8741613	8742213	107	56	31	0	54	74
chr1	8749013	8749813	46	48	73	4	11	57
chr1	8749813	8750013	1	0	1	0	69	0
chr1	8750013	8750613	71	156	7	79	140	52
chr1	8760613	8760813	32	1	0	7	79	11
chr1	8761013	8761413	47	32	60	5	7	78
chr1	8772213	8772413	3	104	82	5	11	46
chr1	8772413	8772813	0	48	62	8	80	66
chr1	8772813	8773013	0	29	1	2	83	0
chr1	8773013	8773413	1	48	4	5	90	16
chr1	8773813	8774013	0	0	0	0	0	0
chr1	8815413	8815613	43	0	0	0	1	1
chr1	8822013	8822813	42	128	118	6	13	23
chr1	8822813	8825213	143	196	221	11	86	187
chr1	8825213	8825613	1	20	84	2	3	1
chr1	8933013	8935813	966	1361	1564	2355	1496	1356
chr1	8939613	8940813	346	634	710	423	556	439
chr1	8940813	8941013	6	124	189	229	86	98
chr1	9068013	9068413	0	0	0	0	0	0
chr1	9070413	9071213	0	6	2	1	2	4
chr1	9096413	9097013	1	0	0	1	1	0
chr1	9097013	9098013	0	0	0	0	0	0
chr1	9098013	9098413	0	0	0	0	0	0
chr1	9121613	9122813	0	0	0	0	0	0
chr1	9122813	9123013	0	0	0	0	0	0
chr1	9123013	9123213	0	0	0	0	0	0
chr1	9123213	9123413	0	0	0	0	0	0
chr1	9124213	9124813	0	0	0	0	0	0
chr1	9124813	9125013	0	0	0	2	1	1
chr1	9125013	9126013	0	0	0	2	1	6
chr1	9126813	9128013	0	1	0	0	0	0
chr1	9128013	9128213	3	2	5	6	1	0
chr1	9128213	9130213	3	1	3	3	0	0
chr1	9130213	9130813	2	2	1	1	1	3
chr1	9134813	9135213	0	0	0	0	0	0
chr1	9135213	9135613	0	0	0	0	0	0
chr1	9135613	9136013	0	1	1	2	0	2
chr1	9136013	9136813	2	1	0	3	1	2
chr1	9136813	9137213	1	1	0	0	3	0
chr1	9137213	9137413	1	0	0	0	0	0
chr1	9137413	9140013	1	1	6	5	2	2
chr1	9140013	9141613	0	0	0	13	0	0
chr1	9179413	9179613	0	0	0	0	0	0
chr1	9179613	9180613	2	43	56	181	11	15
chr1	9180613	9180813	0	9	0	0	1	0
chr1	9181413	9181813	0	1	25	0	13	5
chr1	9181813	9183013	43	70	3	2	6	11
chr1	9183013	9183213	0	0	0	0	0	0
chr1	9190213	9190813	0	0	0	0	0	4
chr1	9195013	9195213	0	0	0	0	0	0
chr1	9195213	9195613	0	0	0	0	0	0
chr1	9195613	9195813	0	0	0	0	0	0
chr1	9205213	9205813	42	0	0	1	2	12
chr1	9219613	9219813	0	0	0	0	0	0
chr1	9222413	9225613	44	0	7	2	2	19
chr1	9239013	9241213	2	3	4	129	9	97
chr1	9256013	9256213	0	0	0	0	0	0
chr1	9256213	9256413	0	0	0	0	0	0
chr1	9256413	9256813	0	1	0	0	0	9
chr1	9256813	9257213	0	1	0	1	25	0
chr1	9291813	9292213	1	1	94	1	76	2
chr1	9299413	9300213	230	145	141	785	296	157
chr1	9471013	9471413	0	0	0	0	0	0
chr1	9472613	9473213	0	0	0	0	0	0
chr1	9473213	9473413	0	0	0	0	0	0
chr1	9473413	9474213	0	0	36	2	4	0
chr1	9474213	9474613	0	1	0	0	0	0
chr1	9485613	9487013	0	0	5	2	44	15
chr1	9487013	9487213	2	0	0	1	4	0
chr1	9649813	9651613	177	284	302	534	453	448
chr1	9653013	9653813	3	4	207	206	18	142
chr1	9685813	9686013	0	0	0	0	0	0
chr1	9686013	9687013	1	3	83	249	200	1
chr1	9687413	9689013	84	31	459	486	399	27
chr1	9690813	9691413	0	0	0	0	0	0
chr1	9705213	9705413	0	0	0	0	0	0
chr1	9710813	9711213	0	0	0	0	0	0
chr1	9715613	9716813	0	1	0	0	0	0
chr1	9716813	9717013	0	1	0	0	0	0
chr1	9717013	9718213	0	0	0	0	79	0
chr1	9718213	9718813	1	1	7	1	0	0
chr1	9718813	9719013	0	0	7	0	0	0
chr1	9719013	9719813	0	0	0	0	0	0
chr1	9722613	9723213	2	0	3	1	0	1
chr1	9728813	9729613	0	18	1	0	2	0
chr1	9729613	9729813	0	0	0	0	0	0
chr1	9729813	9730813	0	1	0	2	52	0
chr1	9731413	9731613	0	0	0	0	0	0
chr1	9740813	9741213	2	21	99	1	38	0
chr1	9745013	9745213	2	1	111	4	64	1
chr1	9745813	9746413	35	32	2	3	3	57
chr1	9746813	9747013	2	0	103	63	83	19
chr1	9747813	9749013	37	53	235	341	463	16
chr1	9764213	9765013	0	1	2	2	88	0
chr1	9777013	9777213	1	0	1	0	98	1
chr1	9777213	9778213	1	30	129	7	107	39
chr1	9778213	9778613	2	4	178	160	11	5
chr1	9843013	9843813	1	4	0	3	2	14
chr1	9844213	9844813	77	1	2	111	7	26
chr1	9844813	9845013	0	0	0	0	0	0
chr1	9845213	9845613	27	0	0	0	3	6
chr1	9846413	9846813	3	1	18	118	6	3
chr1	9846813	9847413	0	0	0	0	0	0
chr1	9848213	9848413	3	0	0	0	1	37
chr1	9858813	9859013	2	0	2	78	4	0
chr1	9859813	9860013	32	0	0	1	0	2
chr1	9869413	9870013	40	0	37	4	3	32
chr1	9923413	9923613	0	11	0	0	1	0
chr1	9923613	9924213	1	0	0	2	1	18
chr1	9924213	9924413	0	0	0	0	0	0
chr1	9949413	9949813	2	51	0	0	9	42
chr1	9953013	9953213	0	0	0	0	0	0
chr1	9953213	9954413	118	51	6	121	18	21
chr1	9963213	9963613	82	3	128	4	6	24
chr1	9963613	9964013	82	41	3	0	35	16
chr1	9964013	9965013	81	45	5	3	9	70
chr1	9987413	9987613	91	0	1	1	2	1
chr1	9987613	9988013	38	2	2	82	5	2
chr1	9996813	9997813	45	1	9	205	10	14
chr1	10010013	10010413	2	0	0	0	0	1
chr1	10010413	10011813	57	84	201	595	68	58
chr1	10011813	10012013	0	16	0	36	1	0
chr1	10020613	10020813	20	15	36	2	96	13
chr1	10020813	10021413	19	8	3	263	260	56
chr1	10092413	10092813	85	116	203	84	321	50
chr1	10094613	10095013	80	55	303	277	317	103
chr1	10228213	10229013	2	16	83	105	120	69
chr1	10229013	10230613	58	61	94	104	13	60
chr1	10230613	10231413	4	34	195	356	26	73
chr1	10233613	10234213	34	4	5	125	9	63
chr1	10276613	10276813	0	0	0	0	0	0
chr1	10276813	10277013	1	1	0	2	0	0
chr1	10296613	10298213	15	55	1	90	3	27
chr1	10343413	10344413	57	73	185	592	95	52
chr1	10359213	10360013	87	113	1	2	14	36
chr1	10447813	10448013	20	40	1	1	1	28
chr1	10448013	10448213	27	0	0	2	1	18
chr1	10448413	10448613	1	26	128	43	17	0
chr1	10493413	10494013	65	225	85	151	20	67
chr1	10533813	10534013	2	34	2	0	120	0
chr1	10554813	10556613	248	44	375	242	314	155
chr1	10557813	10558413	1	16	64	6	6	48
chr1	10558413	10559013	42	119	50	6	88	90
chr1	10559013	10559213	0	0	1	0	1	6
chr1	10568613	10568813	0	36	0	0	2	0
chr1	10570013	10570413	60	11	68	2	84	19
chr1	10570413	10572613	96	147	209	270	256	86
chr1	10572613	10573013	1	22	0	2	2	1
chr1	10573013	10574013	56	76	73	1	87	30
chr1	10574013	10574213	0	0	0	0	4	34
chr1	10574213	10574613	1	33	1	3	5	31
chr1	10574613	10575413	175	75	4	4	104	69
chr1	10575413	10576413	87	127	53	73	113	104
chr1	10576413	10577613	109	151	248	191	355	21
chr1	10581413	10581613	1	45	3	1	76	18
chr1	10650813	10651413	41	36	32	13	69	21
chr1	10654413	10655413	151	224	67	8	213	126
chr1	10655413	10655613	0	0	1	0	52	0
chr1	11024213	11024813	7	2	0	0	0	0
chr1	11024813	11026813	7	2	0	0	1	0
chr1	11026813	11028213	0	0	0	3	0	0
chr1	11028213	11029813	0	0	0	0	0	0
chr1	11029813	11030013	0	0	0	0	0	0
chr1	11044413	11045213	2	0	0	1	0	0
chr1	11045213	11047213	0	6	12	4	6	0
chr1	11096613	11096813	0	0	1	0	0	0
chr1	11111613	11112813	413	475	452	353	152	486
chr1	11120813	11121413	92	142	231	166	331	140
chr1	11121613	11123013	109	429	253	316	509	315
chr1	11123013	11123813	110	147	384	160	204	189
chr1	11132413	11132613	69	0	73	92	11	59
chr1	11132613	11133013	66	60	119	180	186	40
chr1	11133013	11133813	41	44	35	102	8	2
chr1	11160013	11160413	295	195	695	1390	1069	180
chr1	11286613	11287213	0	0	0	0	4	0
chr1	11287213	11288013	49	1	1	1	60	24
chr1	11288013	11289613	39	70	22	203	76	58
chr1	11340413	11340613	47	35	3	2	69	11
chr1	11340613	11341613	0	51	72	97	79	48
chr1	11341613	11341813	1	38	0	77	9	18
chr1	11395213	11396213	0	0	0	0	0	0
chr1	11467413	11467813	0	0	0	0	0	0
chr1	11727213	11727813	47	35	5	388	24	17
chr1	11730213	11731613	108	93	222	294	395	127
chr1	11779413	11779813	2	2	144	57	170	21
chr1	11790613	11790813	0	0	0	0	0	0
chr1	11862413	11864213	825	883	720	1354	1213	825
chr1	11864613	11865013	87	73	44	59	109	97
chr1	11867213	11867813	68	89	4	110	99	88
chr1	11874213	11874413	0	25	3	5	154	12
chr1	11874413	11875613	0	1	1	6	5	16
chr1	11875613	11876213	0	57	68	4	7	65
chr1	11902213	11903013	114	243	260	208	802	225
chr1	11967413	11967613	0	0	0	0	0	0
chr1	11974613	11975013	0	0	0	1	0	4
chr1	11975013	11975613	1	68	0	4	4	40
chr1	11975613	11975813	1	32	0	0	1	1
chr1	11986613	11987213	157	26	120	115	199	38
chr1	11989613	11990413	0	41	5	97	50	35
chr1	11993813	11994013	1	0	1	2	0	0
chr1	11994013	11994613	20	220	268	635	714	150
chr1	12033213	12033413	0	0	1	41	1	1
chr1	12049213	12050213	146	18	157	108	14	49
chr1	12064413	12064813	4	95	63	307	147	56
chr1	12064813	12065413	41	130	97	123	86	61
chr1	12065413	12066613	26	72	213	107	368	162
chr1	12099013	12099213	68	36	0	4	4	1
chr1	12099213	12101213	2	0	0	1	3	27
chr1	12101213	12102213	0	15	0	0	1	0
chr1	12104013	12104413	0	0	5	1	5	1
chr1	12104413	12105213	0	0	0	0	0	0
chr1	12105213	12106413	2	0	0	0	0	2
chr1	12106413	12109013	0	0	0	0	0	1
chr1	12109013	12110213	2	2	2	5	5	4
chr1	12111213	12111613	0	0	0	0	0	0
chr1	12111613	12113213	2	41	22	0	1	0
chr1	12113213	12114013	0	0	0	0	0	0
chr1	12114013	12115013	0	0	0	0	0	0
chr1	12115013	12116213	0	0	0	0	0	0
chr1	12116213	12117813	0	0	0	0	0	0
chr1	12117813	12119413	1	0	0	1	0	5
chr1	12119413	12120413	0	0	0	0	0	0
chr1	12120413	12120613	0	0	0	0	0	0
chr1	12121413	12121813	0	0	0	0	0	0
chr1	12126813	12127613	1	0	2	3	5	1
chr1	12128213	12129013	0	0	0	0	1	0
chr1	12129013	12129213	0	0	1	5	2	1
chr1	12129213	12131813	0	1	5	11	2	0
chr1	12131813	12132013	0	0	0	1	1	0
chr1	12132013	12132213	0	0	0	0	0	0
chr1	12132213	12133213	0	0	0	0	0	0
chr1	12136213	12136613	0	1	0	19	0	2
chr1	12136613	12140013	27	0	1	3	0	3
chr1	12140013	12140213	0	0	0	2	0	0
chr1	12140213	12140413	0	0	0	0	0	0
chr1	12140413	12142613	35	7	82	78	31	33
chr1	12147413	12147613	0	0	0	0	0	0
chr1	12147613	12148813	0	0	0	0	0	0
chr1	12148813	12149413	0	0	0	0	0	0
chr1	12203013	12204613	0	2	2	99	2	44
chr1	12205013	12205613	0	0	0	0	0	0
chr1	12206013	12208213	1	0	0	0	0	0
chr1	12208213	12213813	0	1	0	0	1	13
chr1	12213813	12214013	0	0	0	0	0	0
chr1	12217013	12217213	0	0	0	0	0	0
chr1	12217213	12218813	0	0	0	78	0	11
chr1	12218813	12219213	0	0	0	0	0	0
chr1	12221013	12221413	0	0	0	0	0	0
chr1	12221413	12224213	0	0	0	0	0	0
chr1	12224213	12224413	0	0	0	0	0	0
chr1	12228213	12229013	0	0	0	0	0	0
chr1	12232013	12234213	0	0	0	1	0	0
chr1	12234213	12234813	1	2	0	8	0	0
chr1	12244013	12245013	0	0	0	0	0	0
chr1	12257413	12258613	0	0	3	3	0	0
chr1	12259213	12259613	0	0	0	0	0	0
chr1	12261013	12261813	0	0	0	0	0	0
chr1	12261813	12262013	0	0	0	0	0	0
chr1	12262013	12262413	1	14	0	0	2	38
chr1	12263813	12264813	0	0	0	0	0	0
chr1	12403813	12404213	48	0	44	2	3	29
chr1	12404213	12405813	38	48	1	1	8	18
chr1	12405813	12406413	0	0	0	0	0	0
chr1	13992413	13993013	0	0	0	0	0	0
chr1	13993613	13994813	3	0	1	10	0	3
chr1	14025813	14026213	1	33	99	63	81	16
chr1	14029413	14031213	1	2	183	8	233	88
chr1	14031613	14032013	13	75	79	3	11	90
chr1	14032013	14032213	0	0	0	0	0	0
chr1	14038813	14039213	0	2	2	98	7	23
chr1	14039213	14040413	44	0	1	0	1	1
chr1	14040413	14041013	2	2	4	3	3	2
chr1	14050213	14050613	1	1	2	125	5	24
chr1	14051213	14052213	4	59	85	12	74	22
chr1	14052213	14052413	0	0	0	0	0	9
chr1	14052413	14053013	1	1	0	0	4	40
chr1	14054413	14056013	2	182	137	9	64	80
chr1	14056013	14057413	49	0	88	1	47	2
chr1	14057413	14057613	1	1	66	108	10	0
chr1	14057613	14060413	87	82	118	113	22	46
chr1	14078413	14079613	176	174	153	124	189	158
chr1	14079613	14079813	4	42	0	94	95	21
chr1	14079813	14081613	359	209	334	342	459	198
chr1	14119213	14119413	102	91	398	119	235	148
chr1	14119413	14120613	228	350	489	562	467	458
chr1	14120613	14121813	452	291	790	383	566	514
chr1	14238413	14239013	1	1	0	1	83	1
chr1	14842813	14845613	0	0	0	0	0	0
chr1	14845813	14846613	0	0	0	0	0	0
chr1	14846613	14847813	0	0	0	0	0	0
chr1	14847813	14850013	0	0	0	0	0	0
chr1	15059213	15060613	0	0	0	0	0	0
chr1	15482213	15484213	6	2	157	101	171	23
chr1	15487413	15487613	0	0	0	0	0	0
chr1	15489413	15490213	0	2	3	91	0	0
chr1	15494213	15494813	0	2	1	1	76	0
chr1	15494813	15495213	0	0	24	1	82	0
chr1	15495213	15495813	0	2	34	4	63	24
chr1	15502013	15502813	2	0	0	0	37	0
chr1	15502813	15503213	1	0	1	104	6	0
chr1	15503213	15503413	0	0	55	2	1	1
chr1	15557813	15559013	0	1	5	7	0	0
chr1	15579013	15579413	0	0	0	0	0	0
chr1	15584813	15585013	0	0	0	0	0	0
chr1	15587013	15587613	0	0	0	0	0	0
chr1	15587613	15588413	0	0	0	0	0	0
chr1	15668213	15669213	0	0	0	0	0	2
chr1	15738413	15739413	49	89	2	50	59	81
chr1	15741013	15741813	4	79	0	56	99	58
chr1	15741813	15744413	148	61	63	172	303	92
chr1	15744413	15744813	2	0	1	0	0	0
chr1	15745013	15745213	51	1	1	1	0	13
chr1	15781613	15781813	2	0	0	5	0	0
chr1	15841813	15842413	1	1	0	13	69	0
chr1	15897813	15899213	146	184	43	21	338	215
chr1	15905213	15905613	38	63	119	89	21	110
chr1	15905613	15906613	38	9	5	143	159	27
chr1	15906613	15906813	0	0	2	1	3	10
chr1	15943013	15943613	146	94	308	604	652	114
chr1	15953413	15954013	128	135	140	10	13	45
chr1	15954013	15954213	0	26	0	0	2	9
chr1	15954213	15955013	80	171	319	74	193	201
chr1	16021813	16022013	73	0	0	1	4	0
chr1	16023013	16023213	3	3	1	0	0	1
chr1	16023213	16024613	34	9	56	1	4	0
chr1	16024813	16025013	1	2	1	121	5	1
chr1	16162613	16164013	723	329	1057	2485	1575	644
chr1	16170213	16170813	1	7	0	0	1	21
chr1	16173013	16173413	72	2	3	3	3	64
chr1	16177813	16178613	212	84	101	190	108	112
chr1	16179013	16179613	163	55	28	218	15	105
chr1	16179813	16180013	42	1	9	9	5	9
chr1	16209213	16210213	144	67	8	55	95	62
chr1	16211213	16211613	16	21	27	1	2	0
chr1	16211613	16213613	381	383	315	287	253	314
chr1	16213613	16213813	1	2	92	1	1	19
chr1	16219613	16220613	45	1	1	180	17	34
chr1	16243013	16243813	92	49	6	10	248	25
chr1	16243813	16244413	49	3	83	21	6	3
chr1	16274413	16277413	463	341	573	649	1028	281
chr1	16288813	16290013	4	1	3	305	39	80
chr1	16290013	16293413	26	112	187	50	118	64
chr1	16293413	16293813	0	0	2	0	3	26
chr1	16300613	16301013	1	32	19	3	49	6
chr1	16339013	16339213	2	28	0	0	1	0
chr1	16405213	16406013	22	0	78	6	1	0
chr1	16563813	16564413	239	157	232	282	115	192
chr1	16575013	16575213	48	0	36	4	90	1
chr1	16575213	16575613	51	30	2	3	94	55
chr1	16575613	16576613	221	71	266	121	119	56
