chrom	start	stop	A2C	A2N	ACN	ACD	ACC	A2D
chr1	6418413	6418813	1	82	0	0	77	2
chr1	6418813	6419613	7	87	80	8	174	16
chr1	6420013	6421013	59	71	220	198	19	86
chr1	6454413	6454613	178	225	258	279	335	150
chr1	6639213	6639613	255	155	670	651	1050	200
chr1	6641013	6643213	732	367	433	1020	614	613
chr1	6659613	6660013	2	80	2	66	9	54
chr1	6663813	6664813	690	562	1000	873	1349	651
chr1	6665213	6665613	137	1	39	4	14	1
chr1	6684613	6685013	229	432	666	477	439	356
chr1	6783813	6784213	1	0	0	0	0	1
chr1	6784213	6785213	1	0	0	0	0	0
chr1	6785213	6785413	0	0	0	0	0	0
chr1	8076013	8080413	565	486	600	840	641	248
chr1	8081813	8082613	174	91	112	199	27	50
chr1	8087813	8088813	4	12	114	373	135	33
chr1	8088813	8089013	0	0	2	5	152	0
chr1	8100413	8101613	58	0	68	3	63	1
chr1	8130013	8130413	0	0	0	0	0	3
chr1	8130413	8131013	35	19	36	40	2	33
chr1	8131013	8131213	96	0	0	0	9	3
chr1	8136813	8137413	78	2	3	99	3	6
chr1	8137413	8139013	158	4	95	79	80	35
chr1	8143613	8144813	0	1	1	52	3	0
chr1	8153613	8154413	0	0	1	1	0	18
chr1	8154413	8158013	73	86	228	973	343	36
chr1	8158013	8158413	68	0	32	123	6	0
chr1	8175613	8176413	1	0	0	0	0	0
chr1	8176413	8177813	1	0	0	0	0	0
chr1	8177813	8179013	5	3	0	197	3	0
chr1	8179213	8179813	0	1	0	0	0	0
chr1	8179813	8182413	213	61	80	640	43	35
chr1	8182413	8183413	46	0	1	53	3	0
chr1	8197613	8197813	1	0	31	50	5	0
chr1	8197813	8198213	2	1	89	125	7	2
chr1	8198213	8198613	0	12	32	102	137	2
chr1	8210813	8212613	1	2	0	7	1	0
chr1	8212813	8215013	0	0	0	1	44	0
chr1	8215013	8216213	1	0	129	124	47	2
chr1	8216213	8216613	1	0	1	6	0	0
chr1	8229013	8229413	1	10	4	18	5	0
chr1	8229413	8231013	0	21	2	3	4	15
chr1	8231013	8231613	0	0	1	66	4	1
chr1	8241613	8242013	0	15	30	0	2	1
chr1	8242013	8242613	0	15	0	0	1	1
chr1	8242613	8243213	1	2	2	9	83	0
chr1	8249013	8249613	0	0	1	1	0	0
chr1	8249613	8250013	0	0	0	0	0	0
chr1	8250013	8250413	45	0	0	2	1	0
chr1	8250413	8250613	2	15	5	7	4	0
chr1	8250613	8251213	4	2	0	3	3	0
chr1	8255013	8255413	0	1	72	0	1	3
chr1	8257213	8257613	0	25	0	2	0	0
chr1	8257613	8257813	0	0	0	0	0	0
chr1	8257813	8258413	43	29	1	61	8	0
chr1	8260013	8261413	0	0	0	0	0	0
chr1	8261413	8263413	132	58	8	194	230	69
chr1	8263413	8264213	0	0	0	0	0	0
chr1	8270413	8271213	0	0	0	0	0	1
chr1	8271213	8272413	125	1	64	62	15	0
chr1	8272413	8273813	22	0	0	1	1	4
chr1	8298413	8298813	0	0	0	0	0	0
chr1	8298813	8299813	0	0	2	0	0	0
chr1	8300413	8300813	0	0	2	2	0	1
chr1	8300813	8301413	0	4	3	7	4	1
chr1	8301413	8302213	0	0	0	3	1	0
chr1	8302213	8302613	0	0	0	7	2	0
chr1	8312613	8312813	0	0	0	0	0	0
chr1	8317213	8319413	2	1	4	0	0	3
chr1	8319413	8320413	0	0	0	0	0	0
chr1	8320413	8321613	1	2	1	10	6	11
chr1	8323013	8323413	0	0	0	0	0	0
chr1	8372613	8373013	0	0	0	0	0	0
chr1	8373813	8374213	0	0	0	0	0	0
chr1	8374213	8374413	0	0	0	0	0	0
chr1	8374613	8374813	0	0	0	0	0	0
chr1	8480613	8481013	56	47	3	79	7	60
chr1	8484413	8485213	110	243	296	213	140	206
chr1	8523013	8524213	33	44	175	248	52	149
chr1	8611613	8612013	87	41	1	97	85	25
chr1	8612013	8613413	74	41	86	78	337	77
chr1	8622813	8623013	1	6	0	87	66	21
chr1	8623013	8624613	35	53	23	2	70	10
chr1	8624613	8625213	0	1	2	68	1	0
chr1	8628413	8628613	0	0	0	0	1	69
chr1	8631213	8631413	1	29	115	7	83	21
chr1	8631413	8632813	163	199	270	17	156	137
chr1	8632813	8633213	55	55	1	2	117	25
chr1	8633813	8634013	0	0	0	108	1	0
chr1	8703413	8703813	0	23	65	4	73	80
chr1	8703813	8704813	18	34	6	291	280	37
chr1	8721013	8721413	2	37	0	117	5	0
chr1	8721413	8721813	31	1	24	0	3	19
chr1	8721813	8723613	124	30	90	9	211	20
chr1	8723613	8725213	42	39	123	147	153	168
chr1	8728013	8729813	125	214	156	212	112	54
chr1	8729813	8730013	1	12	57	0	2	0
chr1	8730013	8731613	143	41	123	24	114	74
chr1	8739013	8739613	64	14	60	2	85	34
chr1	8739613	8740613	38	63	110	7	105	171
chr1	8741613	8742013	104	56	4	0	50	59
chr1	8742013	8742813	8	80	44	115	221	61
chr1	8758213	8758613	0	0	2	181	8	22
chr1	8766613	8767813	34	25	0	1	94	13
chr1	8771413	8771613	0	0	0	0	0	0
chr1	8771613	8773413	89	180	168	18	235	83
chr1	8773413	8774013	0	2	0	0	2	8
chr1	8777213	8778213	0	37	0	0	3	28
chr1	8796613	8796813	0	1	0	4	70	0
chr1	8796813	8797613	20	6	0	2	4	59
chr1	8797613	8802013	308	292	348	236	220	182
chr1	8802013	8803013	39	27	3	6	57	27
chr1	8803013	8803413	1	54	0	5	42	0
chr1	8805213	8806613	69	89	7	182	11	57
chr1	8813813	8815813	114	84	226	71	67	163
chr1	8916813	8917613	363	437	939	1084	755	373
chr1	8917613	8918213	92	258	177	320	328	199
chr1	8918213	8918813	385	474	516	694	684	559
chr1	8930413	8935213	2603	2498	2867	3655	3131	2300
chr1	8940613	8941013	7	125	191	303	169	154
chr1	8941013	8941213	34	51	1	114	5	71
chr1	8945613	8946213	25	1	62	159	47	10
chr1	8973613	8974213	0	0	0	0	0	0
chr1	9172013	9172413	3	1	231	266	12	3
chr1	9172413	9173813	35	0	222	68	8	5
chr1	9173813	9174813	51	31	2	44	107	8
chr1	9205613	9205813	0	0	0	0	0	0
chr1	9222613	9223613	43	0	0	1	2	0
chr1	9232613	9233013	3	38	1	0	3	16
chr1	9240813	9241413	92	0	2	57	8	10
chr1	9248813	9250013	1	0	0	0	1	29
chr1	9293013	9293213	0	0	0	0	0	0
chr1	9299213	9300413	247	145	166	786	298	176
chr1	9300413	9301213	148	165	127	272	163	281
chr1	9302613	9303013	188	65	138	568	347	159
chr1	9309013	9309213	0	38	1	62	5	0
chr1	9309213	9311413	63	76	7	107	185	37
chr1	9360013	9361013	16	1	2	3	94	25
chr1	9489213	9489813	438	218	833	241	886	144
chr1	9494213	9495013	0	0	0	0	0	0
chr1	9495013	9496613	0	0	0	0	0	0
chr1	9496613	9496813	0	0	0	0	0	0
chr1	9497213	9497613	0	1	0	0	0	0
chr1	9497613	9500013	0	0	0	0	0	0
chr1	9560813	9561213	0	0	0	0	0	0
chr1	9592613	9593613	1	0	3	2	8	8
chr1	9597213	9597813	1	2	2	2	1	1
chr1	9597813	9599213	213	187	339	549	448	232
chr1	9604213	9604413	2	39	110	40	2	7
chr1	9604613	9604813	52	20	2	1	47	0
chr1	9604813	9605013	52	19	1	1	1	0
chr1	9606613	9607213	77	177	76	270	71	153
chr1	9607613	9610813	41	144	133	369	377	223
chr1	9610813	9611013	2	50	2	5	82	15
chr1	9611013	9613013	130	61	6	168	192	242
chr1	9613013	9613813	33	15	27	42	40	20
chr1	9613813	9614813	74	48	41	5	15	143
chr1	9615413	9616813	89	166	270	221	65	96
chr1	9617213	9619013	98	189	336	471	267	243
chr1	9624413	9626413	2	60	136	425	22	0
chr1	9652813	9653013	34	0	0	1	4	41
chr1	9653013	9653613	3	4	206	205	15	99
chr1	9776213	9777413	1	56	5	1	135	40
chr1	9777813	9779213	3	4	275	266	108	6
chr1	9779213	9779613	0	0	0	1	2	15
chr1	9874813	9875013	0	1	0	3	0	0
chr1	9875013	9875813	1	3	32	0	37	0
chr1	9930413	9931213	38	38	1	6	95	17
chr1	9934813	9935213	95	3	58	125	91	24
chr1	9935213	9935413	1	0	16	122	9	19
chr1	9935413	9935613	18	0	129	1	4	89
chr1	9960213	9962013	208	123	344	107	116	105
chr1	9972013	9973613	124	32	140	243	249	30
chr1	9973613	9974413	20	0	0	4	74	1
chr1	9974413	9974613	0	0	3	105	4	0
chr1	9974613	9975413	42	1	47	102	40	4
chr1	9975413	9975613	14	1	0	0	22	1
chr1	9987013	9989013	275	13	8	91	114	30
chr1	9989013	9990613	3	92	151	116	162	102
chr1	9990613	9991213	1	52	1	51	7	11
chr1	9991413	9992413	3	35	0	16	48	1
chr1	9993613	9995213	2	31	56	189	16	25
chr1	10001013	10001213	0	1	5	3	87	27
chr1	10115413	10116213	2	4	94	190	11	78
chr1	10116213	10116413	37	20	1	3	84	11
chr1	10125213	10125613	24	46	123	245	179	22
chr1	10125613	10125813	35	20	25	4	2	1
chr1	10228813	10229013	0	16	12	4	7	1
chr1	10229013	10233013	115	109	454	504	227	155
chr1	10233013	10233213	14	44	0	0	4	18
chr1	10447413	10448013	54	64	42	51	2	39
chr1	10448013	10449013	31	73	196	49	89	57
chr1	10449013	10449613	59	0	40	69	8	32
chr1	10459813	10460613	177	342	214	335	474	232
chr1	10485413	10486013	33	89	19	262	168	29
chr1	10615413	10615613	16	66	88	6	10	28
chr1	10615613	10616413	71	45	18	7	175	64
chr1	10616413	10616613	23	0	0	0	0	1
chr1	10658213	10659013	126	97	5	288	20	72
chr1	10659013	10659613	91	141	326	139	238	159
chr1	10745613	10747413	0	0	53	0	0	1
chr1	10747413	10747613	0	0	0	0	0	0
chr1	11039413	11040413	0	0	0	0	0	0
chr1	11106413	11107813	33	0	2	104	2	0
chr1	11121813	11122013	61	134	55	110	284	74
chr1	11275813	11276413	0	0	74	1	49	2
chr1	11316613	11317213	80	108	62	105	142	122
chr1	11326613	11327013	40	1	2	111	7	24
chr1	11327013	11328413	81	25	73	106	11	3
chr1	11328413	11329013	1	32	69	5	7	12
chr1	11329413	11330213	56	1	0	1	3	2
chr1	11708413	11708813	1	30	93	64	10	22
chr1	11712413	11713213	85	207	156	316	161	83
chr1	11730813	11731013	6	1	48	92	131	53
chr1	11731013	11732413	145	261	265	528	439	133
chr1	11797013	11797613	114	49	19	5	308	118
chr1	11901213	11903013	209	472	335	275	925	339
chr1	11903013	11904213	40	112	252	307	321	154
chr1	11986613	11987013	157	26	101	114	171	38
chr1	11987013	11987613	1	2	19	2	29	1
chr1	11987813	11988013	2	1	1	2	0	0
chr1	11988013	11989013	0	1	1	1	0	1
chr1	11989013	11989213	0	0	0	0	0	0
chr1	11989813	11990013	0	2	0	1	49	35
chr1	11990013	11990413	0	39	5	96	1	0
chr1	12039413	12040013	124	197	216	509	306	215
chr1	12041813	12042813	268	118	65	139	77	182
chr1	12044213	12045213	144	32	90	257	167	103
chr1	12045213	12045413	2	2	6	101	8	5
chr1	12050013	12051013	144	53	93	12	57	54
chr1	12051013	12051413	5	12	29	115	4	61
chr1	12051413	12051613	3	1	28	1	0	12
chr1	12094413	12094813	44	0	16	54	3	88
chr1	12095613	12095813	0	0	0	0	0	0
chr1	12406613	12407413	41	17	2	1	5	64
chr1	12415813	12416813	31	19	66	1	96	48
chr1	12428413	12429813	35	1	103	8	4	4
chr1	12436613	12437013	84	3	2	2	3	0
chr1	12439213	12440413	3	0	4	10	10	44
chr1	12440413	12442413	67	83	94	12	29	38
chr1	12442413	12443213	1	0	2	96	104	59
chr1	12460213	12462613	110	42	3	150	85	58
chr1	12462613	12463213	0	17	0	0	0	0
chr1	12463213	12463813	34	0	73	2	9	1
chr1	12464413	12464613	0	2	1	1	72	13
chr1	12464813	12465413	4	75	209	64	83	7
chr1	12465413	12467813	184	212	189	184	495	122
chr1	12467813	12468413	3	20	0	1	3	36
chr1	12496013	12496613	69	17	1	51	4	28
chr1	12497013	12498213	173	2	38	4	13	82
chr1	12513013	12513413	17	34	216	133	10	1
chr1	12513413	12514413	107	23	100	4	9	12
chr1	12514413	12514813	1	0	65	2	2	13
chr1	12535213	12536613	4	28	74	302	339	25
chr1	12537413	12537813	49	0	23	37	99	16
chr1	12537813	12538813	212	310	246	262	189	92
chr1	12585013	12585213	0	0	0	0	0	0
chr1	12585213	12586613	2	0	0	0	0	5
chr1	12586613	12587013	0	0	0	0	0	0
chr1	12587413	12587813	0	0	0	0	0	0
chr1	12587813	12588413	0	0	0	0	0	0
chr1	12588413	12588613	0	0	0	0	0	0
chr1	12588613	12589613	0	3	0	0	0	22
chr1	12589613	12590013	0	0	0	0	0	1
chr1	12668813	12669413	0	0	0	0	0	0
chr1	12669613	12669813	0	1	0	103	5	16
chr1	12673413	12674413	0	1	5	2	2	35
chr1	14455813	14456413	0	0	0	0	0	0
chr1	15265613	15267413	1	4	87	16	112	2
chr1	15267413	15268013	0	0	1	1	0	1
chr1	15268213	15268813	0	0	59	101	12	17
chr1	15268813	15270213	0	1	0	53	4	1
chr1	15270213	15270413	1	0	1	94	4	1
chr1	15270613	15270813	0	0	0	0	0	0
chr1	15275813	15276013	0	0	0	0	0	0
chr1	15276013	15276813	3	0	1	100	85	0
chr1	15276813	15278613	0	0	76	1	43	1
chr1	15278613	15280013	0	0	0	0	0	0
chr1	15280013	15281213	0	0	0	1	34	0
chr1	15281413	15283413	5	2	28	159	18	1
chr1	15283413	15283613	0	0	0	0	0	0
chr1	15283613	15284813	7	1	68	103	4	1
chr1	15347213	15348613	44	1	1	189	11	0
chr1	15466013	15466413	2	0	1	16	37	6
chr1	15471213	15471413	0	0	39	1	2	0
chr1	15471413	15472613	5	0	138	223	45	2
chr1	15472613	15472813	2	1	80	260	13	2
chr1	15477213	15477813	0	0	0	0	0	10
chr1	15485213	15485813	1	20	0	0	1	0
chr1	15498013	15498213	0	0	0	0	0	0
chr1	15498213	15499813	17	4	37	242	80	0
chr1	15499813	15500213	0	1	1	4	1	0
chr1	15500213	15500813	1	1	72	4	2	3
chr1	15500813	15501013	0	0	0	0	0	0
chr1	15505413	15506413	31	3	1	109	8	4
chr1	15507213	15508413	0	0	25	0	2	10
chr1	15515813	15517213	1	0	90	1	3	1
chr1	15517213	15518013	3	0	0	71	3	1
chr1	15524013	15524413	2	1	0	231	7	0
chr1	15524413	15524813	0	1	59	0	0	0
chr1	15532013	15532813	0	1	36	0	1	3
chr1	15532813	15533213	0	0	0	0	0	0
chr1	15682013	15683213	1	1	29	11	5	1
chr1	15683213	15683613	1	16	1	0	1	0
chr1	15695013	15695213	1	0	2	0	0	1
chr1	15696813	15697013	0	0	0	0	0	0
chr1	15697013	15698613	0	0	0	0	0	0
chr1	15912013	15912213	0	0	0	0	0	0
chr1	15946413	15947013	32	1	135	10	86	102
chr1	16115013	16115213	1	0	27	7	2	1
chr1	16122413	16123613	0	0	0	2	37	0
chr1	16124213	16124813	0	0	0	0	1	0
chr1	16125413	16125613	0	0	0	0	0	0
chr1	16125613	16127413	3	0	2	2	104	0
chr1	16213013	16213413	44	79	150	182	20	105
chr1	16302813	16303413	66	306	344	230	580	106
chr1	16330213	16330613	0	1	0	4	0	0
chr1	16469813	16470413	47	4	88	85	77	18
chr1	16470413	16470613	60	47	75	2	5	62
chr1	16470613	16474413	687	538	265	443	349	396
chr1	16477613	16479413	51	223	188	16	165	180
chr1	16483013	16483613	33	36	4	5	39	57
chr1	16490613	16492013	117	183	69	231	34	151
chr1	16502613	16502813	1	20	1	0	3	16
chr1	16502813	16503813	0	0	56	0	2	0
chr1	16504413	16504813	0	0	0	0	0	0
chr1	16504813	16505813	0	18	0	1	2	18
chr1	16505813	16506013	0	0	0	0	0	0
chr1	16508013	16509013	144	118	129	11	88	160
chr1	16679413	16679613	443	514	937	1093	857	315
chr1	16832613	16833613	565	403	327	1165	391	497
chr1	16839013	16841613	49209	50724	58213	77313	80783	45086
chr1	16871213	16872413	7720	7215	6326	15160	6740	7430
chr1	16882613	16884213	42	40	2	25	9	38
chr1	16884613	16884813	0	0	0	0	0	0
chr1	16886013	16887413	397	423	662	393	465	466
chr1	16887813	16888013	106	43	34	42	9	62
chr1	16927413	16927613	304	186	286	63	175	174
chr1	16934013	16935813	726	445	430	455	873	527
chr1	16938213	16939413	102	304	70	115	265	220
chr1	16939813	16940613	2938	2328	3119	9417	4949	2850
chr1	16968413	16969613	162	319	908	716	389	344
chr1	16971213	16974013	818	1340	1472	4225	2740	1026
chr1	16975613	16976613	87	115	114	143	149	120
chr1	16977813	16978013	0	0	0	3	74	31
chr1	16978013	16978613	2	3	74	4	194	43
chr1	16978613	16979013	0	0	7	112	3	2
chr1	16982613	16986213	532	440	536	716	588	525
chr1	16988413	16988813	0	0	10	1	2	5
chr1	16992213	16993213	38358	39740	44266	68058	62330	36506
chr1	16993613	16994413	386	428	575	776	642	425
chr1	17067213	17068213	38188	40141	44512	67555	61806	35994
chr1	17074013	17077613	575	472	464	668	418	495
chr1	17077613	17077813	4	14	0	0	1	3
chr1	17081213	17082013	41	63	20	29	42	56
chr1	17082013	17082413	0	35	2	0	3	2
chr1	17082413	17082613	0	17	0	0	3	0
chr1	17083813	17084013	187	127	128	105	29	129
chr1	17084013	17085013	164	44	27	140	207	118
chr1	17086413	17086813	46	18	69	42	134	31
chr1	17086813	17088413	176	246	292	157	281	186
chr1	17090013	17090613	0	0	0	0	0	0
chr1	17090613	17095013	77	37	4	68	10	64
chr1	17095013	17095213	0	0	0	0	0	0
chr1	17176613	17176813	0	21	0	0	0	10
chr1	17176813	17178213	39	41	2	38	7	33
chr1	17222613	17223813	29837	31501	34162	59374	45124	27791
chr1	17232013	17232813	4265	4862	4721	8463	7588	4225
chr1	17255613	17255813	18	1	0	0	1	10
chr1	17255813	17256413	29	107	6	3	143	113
chr1	17890813	17891613	0	0	0	0	0	0
chr1	17905813	17906213	0	0	0	0	0	0
chr1	17906213	17906813	1	1	0	4	60	0
chr1	17908213	17909413	3	28	0	1	89	2
chr1	17909813	17910013	0	0	0	0	0	0
chr1	17912613	17914613	0	23	43	249	15	29
chr1	17915013	17916013	0	0	0	2	82	38
chr1	17916013	17918813	0	14	91	37	52	11
chr1	17918813	17919413	6	40	179	101	113	24
chr1	17919413	17920613	54	1	2	92	105	18
chr1	19225413	19225813	1	42	54	4	43	0
chr1	19225813	19228013	70	205	260	268	439	168
chr1	19263413	19263613	0	36	0	2	139	0
chr1	19263613	19264213	0	31	0	0	1	7
chr1	19264813	19265213	2	0	82	1	40	12
chr1	19265213	19265413	24	0	0	0	1	15
chr1	19265413	19268013	72	79	116	270	60	70
chr1	19268013	19269013	1	2	8	215	4	15
chr1	19273813	19274013	39	20	62	3	4	15
chr1	19274213	19274813	5	23	103	1	4	0
chr1	19274813	19276413	436	213	484	386	426	264
chr1	19278013	19278613	88	40	242	93	253	105
chr1	19333213	19333613	0	0	0	0	0	0
chr1	19333613	19334613	24	0	0	0	0	0
chr1	19335813	19336013	0	37	0	0	2	8
chr1	19336013	19338813	244	127	33	138	29	164
chr1	19370613	19371013	0	0	0	0	0	0
chr1	19372013	19372413	0	0	0	0	0	0
chr1	19372413	19373613	0	0	0	0	0	0
chr1	19373613	19374013	0	0	0	0	0	0
chr1	19465613	19466013	69	54	120	4	96	56
chr1	19466013	19466213	2	85	101	5	5	13
chr1	19466213	19466613	201	131	253	15	34	71
chr1	19528613	19529613	3	97	178	16	44	40
chr1	19549013	19549813	171	45	149	175	22	60
chr1	19579613	19580213	211	170	218	122	506	280
chr1	19596613	19597413	1	4	3	65	114	58
chr1	19664213	19665413	89	52	156	241	194	140
chr1	19711013	19711813	51	124	170	62	155	114
chr1	19711813	19713413	169	269	680	348	449	234
chr1	19713413	19714413	86	93	204	178	102	90
chr1	19735213	19735613	30	81	44	268	193	48
chr1	19735613	19736413	59	58	241	272	398	120
chr1	19736413	19736613	7	20	169	110	78	46
chr1	19736613	19737013	18	2	45	253	16	38
chr1	19737013	19737213	39	2	3	149	9	16
chr1	19750613	19751013	38	1	2	2	4	16
chr1	19751013	19752613	220	112	277	343	221	48
chr1	19752613	19753213	96	49	116	110	9	39
chr1	19753213	19754013	56	41	141	4	5	42
chr1	19754013	19754613	55	1	68	2	4	24
chr1	19755613	19756013	30	38	136	76	43	49
chr1	19756013	19757413	249	92	234	109	119	150
chr1	19757413	19757613	0	1	70	0	1	13
chr1	19762413	19763013	122	132	7	201	248	131
chr1	19763013	19764213	183	106	99	199	94	71
chr1	19764213	19764413	44	1	54	7	178	2
chr1	19766613	19767213	0	0	2	110	4	32
chr1	19772013	19772213	0	0	0	0	1	35
chr1	19772213	19772413	0	0	0	84	3	20
chr1	19772413	19772613	2	1	82	85	67	8
chr1	19772613	19773013	43	16	83	0	0	29
chr1	19773013	19773213	0	0	0	0	0	0
chr1	19810013	19810813	51	31	110	142	272	101
chr1	19813213	19813613	87	18	277	238	285	93
chr1	19922413	19922613	0	0	0	0	0	0
chr1	19936613	19936813	141	94	90	181	117	93
chr1	19941213	19942013	41	0	90	149	13	17
chr1	19946013	19946413	44	122	60	3	12	2
