chrom	start	stop	A2C	A2N	ACN	ACD	ACC	A2D
chr1	15068813	15069413	0	0	0	0	0	0
chr1	15417213	15417413	0	0	0	0	0	0
chr1	15513213	15513613	0	0	0	1	24	0
chr1	15532813	15534413	0	1	78	0	3	6
chr1	15833813	15835613	54	29	70	10	117	35
chr1	15835613	15835813	0	0	0	1	1	18
chr1	15835813	15836613	23	4	2	15	3	1
chr1	16082813	16083213	43	46	4	4	102	0
chr1	16084613	16085013	83	1	21	2	6	0
chr1	16126213	16127013	0	0	0	0	12	0
chr1	16212013	16212213	40	32	2	0	2	15
chr1	16212213	16212813	110	54	5	101	11	125
chr1	16212813	16213613	220	229	308	186	226	153
chr1	16278013	16278413	39	26	63	1	102	35
chr1	16340213	16340413	0	0	1	0	1	24
chr1	16340413	16340613	0	0	1	0	1	8
chr1	16471813	16473813	445	460	261	437	336	259
chr1	16473813	16474213	148	12	4	2	5	87
chr1	16478613	16479413	49	156	65	2	16	36
chr1	16490813	16491013	57	1	1	1	0	0
chr1	16508013	16509213	160	118	129	11	88	185
chr1	16534013	16534213	110	43	365	858	398	131
chr1	16539213	16539613	0	30	3	3	39	0
chr1	16832613	16832813	38	39	3	50	76	22
chr1	16839413	16841613	49141	50679	58211	77172	80752	45045
chr1	16841613	16842013	283	284	417	385	618	237
chr1	16918413	16918613	98	180	113	124	203	50
chr1	16918613	16919013	365	243	142	222	142	330
chr1	16919013	16919413	164	415	282	36	241	392
chr1	16921213	16922013	398	549	435	179	556	559
chr1	16946413	16946813	61	165	128	122	20	113
chr1	16946813	16947613	67	45	20	3	5	13
chr1	16947613	16947813	0	0	0	0	0	7
chr1	16965413	16965613	55	32	13	48	66	1
chr1	16965613	16966213	162	36	77	199	230	80
chr1	16969613	16970213	198	394	612	888	1260	319
chr1	16983013	16984013	237	114	91	269	304	188
chr1	16984013	16984613	43	37	17	61	41	82
chr1	16984813	16986013	204	264	353	380	225	217
chr1	16992213	16994213	40458	41495	46904	72347	66808	38576
chr1	17001413	17001613	0	0	0	0	0	2
chr1	17001613	17001813	0	0	0	0	0	0
chr1	17041813	17042213	0	14	0	0	1	0
chr1	17059013	17059213	0	0	0	0	0	0
chr1	17059213	17059413	0	0	0	0	0	4
chr1	17067213	17068213	38188	40141	44512	67555	61806	35994
chr1	17074213	17074413	11	9	0	0	3	16
chr1	17074413	17074813	126	225	279	258	182	170
chr1	17076413	17077213	265	104	80	168	110	153
chr1	17122813	17123013	0	0	0	0	0	0
chr1	17123013	17124213	0	0	0	0	0	0
chr1	17193613	17193813	0	0	0	0	0	0
chr1	17222813	17223813	25168	26675	27732	50070	38552	23465
chr1	17252813	17253013	44	1	0	4	69	6
chr1	17256213	17256413	1	5	3	1	140	51
chr1	17265813	17266013	12	31	12	1	3	14
chr1	17266013	17266613	4	111	7	202	108	92
chr1	17279213	17279613	0	9	23	1	5	12
chr1	17280213	17280813	78	40	118	139	13	111
chr1	17305013	17305213	63	54	2	2	8	69
chr1	17342013	17343213	164	70	8	429	224	97
chr1	17760013	17760613	172	154	233	306	383	149
chr1	17795413	17796413	0	2	4	7	2	0
chr1	17796413	17796613	0	0	0	0	0	0
chr1	17796613	17796813	0	0	0	0	0	0
chr1	17796813	17797413	0	0	0	0	0	0
chr1	17797413	17797613	0	0	0	0	0	0
chr1	17804013	17804213	0	0	0	0	0	0
chr1	17846813	17847613	0	0	0	0	0	0
chr1	17848013	17848413	0	0	0	0	0	0
chr1	17871813	17872413	0	0	2	127	4	0
chr1	17872813	17873413	1	53	2	45	7	0
chr1	17873413	17874013	4	2	4	174	269	10
chr1	17874013	17874613	1	16	0	0	0	0
chr1	17875813	17876013	0	0	0	0	0	0
chr1	17876413	17877413	0	1	2	107	4	0
chr1	17877413	17878413	1	1	58	106	7	1
chr1	17878413	17878613	0	0	0	0	0	0
chr1	17891213	17891413	0	0	0	0	0	0
chr1	17891413	17892013	0	0	0	0	0	0
chr1	17892013	17892413	0	22	0	0	0	0
chr1	17894813	17895213	0	0	0	0	0	0
chr1	17895613	17896813	0	60	0	0	6	8
chr1	17902213	17902413	0	0	0	0	0	0
chr1	17908213	17908413	0	28	0	0	1	0
chr1	17912813	17915613	0	23	43	250	95	29
chr1	17956213	17956613	36	0	0	0	0	11
chr1	18559213	18559413	0	0	0	0	0	0
chr1	18559613	18560813	0	0	0	0	0	0
chr1	18565613	18565813	0	0	0	0	0	0
chr1	18620613	18621013	0	0	0	0	0	0
chr1	18621013	18621413	0	0	0	0	0	0
chr1	18621413	18621613	0	0	0	0	0	0
chr1	18621613	18622213	0	0	0	0	0	0
chr1	18622213	18622413	0	0	0	0	0	0
chr1	18624413	18625013	0	0	0	0	0	0
chr1	18625013	18625413	0	0	0	0	0	0
chr1	18625413	18626213	0	0	0	0	0	0
chr1	18736813	18737413	0	0	0	0	0	0
chr1	18745613	18746013	0	0	0	0	0	0
chr1	18746013	18746613	0	0	0	0	0	0
chr1	18746613	18746813	0	0	0	0	0	0
chr1	18806613	18809013	1	0	0	63	2	0
chr1	19239813	19240213	0	0	65	1	2	1
chr1	19267613	19268013	0	0	0	48	1	0
chr1	19268013	19268813	0	1	3	111	3	14
chr1	19275613	19276013	106	61	153	8	177	90
chr1	19276013	19277013	477	400	736	1178	1279	323
chr1	19580613	19580813	5	1	59	45	5	21
chr1	19664213	19664813	68	30	92	238	175	42
chr1	19664813	19665213	0	22	63	3	5	75
chr1	19679613	19680613	83	166	71	96	38	23
chr1	19727813	19728813	84	72	87	158	239	57
chr1	19807613	19807813	30	24	58	36	14	93
chr1	19807813	19808613	127	64	195	147	108	102
chr1	20142413	20143813	1	0	0	0	0	0
chr1	20315613	20316413	0	0	1	0	0	0
chr1	20617013	20617213	0	0	0	0	0	0
chr1	20799613	20799813	0	0	0	0	0	0
chr1	20799813	20800013	0	0	0	0	0	0
chr1	21049213	21049413	0	0	0	0	0	0
chr1	21054213	21054413	97	2	0	0	68	23
chr1	21262413	21262813	111	36	1	5	180	53
chr1	21543813	21544213	41	2	1	108	3	17
chr1	21634213	21634813	0	3	0	2	102	9
chr1	21640413	21640613	0	14	1	0	1	0
chr1	21640813	21641413	46	2	77	5	7	26
chr1	21645213	21645813	0	28	0	0	0	8
chr1	21646013	21646413	27	1	0	1	0	23
chr1	21648413	21650213	24	22	93	3	4	21
chr1	21655613	21656613	1	2	59	3	98	39
chr1	21660813	21661413	2	5	131	194	314	20
chr1	21661413	21661613	1	0	0	1	48	1
chr1	21845413	21845613	0	0	0	0	0	0
chr1	21845613	21846013	0	0	0	0	0	0
chr1	21846013	21846413	0	0	0	0	0	0
chr1	21864213	21864613	0	0	72	3	0	0
chr1	22192013	22192413	0	0	1	0	0	34
chr1	22235813	22237213	73	12	81	115	121	60
chr1	22239613	22240613	20	14	101	2	2	61
chr1	22241213	22241413	38	32	85	1	3	9
chr1	22260013	22261013	26	37	124	112	15	27
chr1	22264013	22264213	77	10	64	151	119	2
chr1	22264213	22264413	60	50	36	369	72	65
chr1	22264413	22264613	41	68	71	258	95	166
chr1	22270413	22270613	1	1	2	3	0	0
chr1	22270613	22271013	0	52	1	0	3	0
chr1	22271013	22271413	0	0	0	0	0	0
chr1	22419613	22420213	31	58	133	196	93	41
chr1	22555013	22555213	0	0	0	0	0	0
chr1	22590613	22591413	0	14	0	1	0	0
chr1	23043613	23044013	0	0	0	0	0	0
chr1	23131413	23131613	0	0	0	0	0	0
chr1	23153013	23153413	0	0	0	0	0	0
chr1	23589813	23591013	0	0	0	36	92	11
chr1	23823813	23824013	1	9	57	109	4	1
chr1	23854613	23854813	6	3	70	131	161	66
chr1	23880613	23880813	254	287	573	823	143	134
chr1	23881613	23882413	911	1127	2230	2916	2924	1284
chr1	23882413	23882613	334	259	633	772	446	415
chr1	23882613	23883413	3623	3768	3315	3992	4077	4080
chr1	23895213	23895613	162	196	75	562	89	308
chr1	23923413	23925413	2	31	2	190	13	1
chr1	23925413	23926013	0	0	0	0	0	0
chr1	23926013	23926213	0	0	0	0	0	0
chr1	23961213	23961413	0	0	0	0	0	0
chr1	24019613	24020613	1374	1310	2043	791	2423	1001
chr1	24307013	24307613	13	104	155	100	190	59
chr1	24329613	24330213	0	0	0	0	0	0
chr1	24330213	24330413	0	0	0	0	0	0
chr1	24330413	24330613	0	0	0	0	0	0
chr1	24476613	24476813	0	1	3	111	5	1
chr1	24476813	24478613	1	30	15	149	12	3
chr1	24478613	24479813	2	0	40	4	173	14
chr1	24612813	24613013	0	0	0	0	0	0
chr1	24613013	24613213	0	0	0	0	0	0
chr1	24621413	24622013	0	0	0	0	0	0
chr1	24634213	24635013	0	0	0	0	0	0
chr1	24635013	24635213	0	0	0	0	0	0
chr1	24637613	24637813	0	0	0	0	0	0
chr1	24792013	24792213	1	0	78	1	1	0
chr1	25032013	25032413	1	0	0	3	108	0
chr1	25050813	25052613	0	0	62	2	3	0
chr1	25057013	25057413	0	0	0	0	0	0
chr1	25069013	25069613	39	2	1	11	3	29
chr1	25296613	25297213	0	0	0	0	0	0
chr1	25299413	25299613	0	0	0	0	0	0
chr1	25690613	25690813	42	0	2	26	3	0
chr1	25914613	25915013	4	4	4	5	10	2
chr1	26028813	26029013	1	0	0	0	0	18
chr1	26032613	26033813	23	0	0	0	1	4
chr1	26033813	26034613	0	0	0	0	0	4
chr1	26034613	26035613	4	1	1	2	0	6
chr1	26070613	26071213	0	0	0	0	0	0
chr1	26074613	26075013	0	0	0	0	0	0
chr1	26075213	26075613	0	0	0	0	0	0
chr1	26219013	26219413	64	51	66	281	53	80
chr1	26609013	26609413	309	261	181	556	394	177
chr1	26609413	26609813	287	162	487	176	211	214
chr1	26677213	26677813	0	0	0	0	0	0
chr1	26738413	26740413	1224	1054	38	60	135	1415
chr1	26744213	26744413	81	122	0	3	11	60
chr1	26744413	26745013	61	22	3	5	8	46
chr1	26745013	26745613	105	73	5	8	11	179
chr1	26745613	26745813	0	21	1	0	2	26
chr1	26745813	26746813	216	168	5	10	23	226
chr1	26746813	26747413	55	100	5	4	9	25
chr1	26858013	26858613	110	68	166	261	196	86
chr1	26858613	26858813	3	11	4	0	4	63
chr1	26868813	26869013	1	16	1	94	2	0
chr1	26947813	26948613	956	839	949	2465	2640	838
chr1	27049613	27050213	186	193	72	504	125	215
chr1	27112613	27113213	529	468	690	1199	571	288
chr1	27113213	27114213	1475	1592	2662	2264	3455	1802
chr1	27191813	27192213	326	257	644	1964	958	243
chr1	27322413	27323213	258	183	66	474	417	92
chr1	27323213	27323613	153	129	153	71	265	53
chr1	27324413	27324613	136	74	331	289	261	73
chr1	27324613	27325413	271	124	223	525	602	262
chr1	27325413	27325813	2	122	3	178	38	57
chr1	27325813	27326213	30	50	121	239	66	56
chr1	27326213	27326613	49	10	71	111	14	56
chr1	27326613	27327613	150	24	245	422	516	83
chr1	27328013	27328213	84	34	2	97	47	0
chr1	27328613	27328813	22	0	3	0	5	48
chr1	27330813	27333013	298	450	803	852	624	474
chr1	27333013	27333613	2	88	3	3	77	54
chr1	27333813	27335013	3	9	64	78	9	52
chr1	27335013	27335613	31	9	1	4	1	0
chr1	27335613	27336613	5	4	89	6	125	73
chr1	27357813	27358613	26	0	0	0	0	0
chr1	27371213	27371413	0	0	0	0	0	0
chr1	27371413	27371613	0	0	0	0	0	0
chr1	27372213	27372613	2	0	1	0	42	25
chr1	27376013	27376213	0	0	0	0	0	0
chr1	27376613	27376813	0	0	0	0	0	0
chr1	27383613	27384213	0	0	0	0	0	0
chr1	27384213	27384813	0	0	0	0	0	0
chr1	27384813	27385413	0	0	0	0	0	0
chr1	27385413	27386013	0	0	0	0	0	0
chr1	27425613	27426613	218	174	40	203	30	62
chr1	27462813	27463013	0	0	0	0	0	0
chr1	27471813	27472213	1	3	81	118	77	1
chr1	27481813	27482013	0	0	0	0	0	0
chr1	27482013	27482413	2	1	68	1	103	19
chr1	27633213	27635013	2	2	0	113	6	20
chr1	27669013	27669213	27	22	219	136	33	20
chr1	27728813	27730413	768	789	638	986	1212	519
chr1	27731213	27733013	583	382	381	712	456	215
chr1	27733413	27733613	46	57	143	130	17	19
chr1	27744613	27745813	101	55	1	123	300	90
chr1	27754813	27756813	141	117	80	260	197	168
chr1	27758013	27758213	1	0	2	2	80	1
chr1	27817013	27817213	95	0	0	111	13	38
chr1	27817213	27817413	33	7	275	318	380	73
chr1	27818813	27819013	0	1	59	0	3	0
chr1	27824013	27824213	0	0	0	0	0	0
chr1	27830413	27830613	108	134	3	2	17	73
chr1	27849213	27849813	0	10	0	0	0	16
chr1	27850213	27850613	75	26	0	1	0	87
chr1	27851813	27852213	166	75	6	3	16	229
chr1	27852213	27852613	129	196	2	57	19	186
chr1	27853413	27854013	87	218	5	7	25	200
chr1	27863613	27863813	2	0	29	0	0	24
chr1	27863813	27864013	1	42	0	0	7	0
chr1	27869213	27869413	0	0	0	2	102	0
chr1	27882813	27883013	0	0	81	0	6	12
chr1	27884413	27884813	0	0	0	1	2	33
chr1	27896213	27896613	295	90	18	46	14	141
chr1	27896613	27897013	109	132	6	44	13	120
chr1	27897013	27899013	950	834	178	317	195	851
chr1	27899013	27899813	41	197	90	70	140	194
chr1	27901213	27901413	115	59	144	465	164	126
chr1	27916613	27917413	0	61	1	2	56	53
chr1	27919813	27920413	19	74	1	0	3	13
chr1	27933613	27933813	82	0	1	0	46	2
chr1	27933813	27934413	33	0	0	0	0	1
chr1	27949613	27949813	0	0	0	0	0	0
chr1	27981613	27983213	43	1	2	2	43	17
chr1	28016013	28016813	0	0	0	0	0	0
chr1	28431813	28432213	0	0	0	0	0	0
chr1	28473813	28474613	0	2	58	0	4	0
chr1	28474613	28474813	0	0	0	0	0	0
chr1	28522613	28522813	25	46	76	3	2	16
chr1	28574613	28575213	95	128	603	1069	585	106
chr1	28575213	28575613	46	4	273	227	284	47
chr1	28575613	28575813	7	6	102	198	417	5
chr1	28623013	28623213	0	0	0	0	0	0
chr1	28623213	28623413	0	0	0	0	0	0
chr1	28623413	28624013	0	0	0	0	0	0
chr1	28695613	28695813	12	37	126	150	238	161
chr1	28695813	28696013	79	181	134	545	240	179
chr1	28834813	28837413	14229	15189	19083	29620	22473	15646
chr1	28844213	28844413	180	222	349	549	482	189
chr1	28844413	28844613	99	94	206	845	298	127
chr1	28845213	28846013	786	809	1281	1309	1148	832
chr1	28921213	28922613	23	31	2	4	76	38
chr1	28994813	28995213	295	241	590	833	853	254
chr1	29172613	29172813	0	2	34	4	138	26
chr1	29211013	29211613	0	0	0	0	0	0
chr1	29212013	29212413	1	0	75	3	2	20
chr1	29310013	29310413	55	30	3	0	3	15
chr1	29490413	29491413	562	270	194	229	233	284
chr1	29491413	29491613	32	18	1	21	3	18
chr1	29491613	29493413	561	483	853	773	741	733
chr1	29508813	29509013	259	203	541	443	860	226
chr1	29509013	29509213	47	87	46	223	291	67
chr1	29512613	29513013	77	31	0	2	3	1
chr1	29513213	29513813	46	2	35	101	187	88
chr1	29554213	29554413	2	19	1	110	4	41
chr1	29575613	29576013	0	0	0	0	95	0
chr1	29576013	29576613	0	0	0	0	0	0
chr1	29576613	29577213	0	0	0	1	108	0
chr1	29610213	29610813	44	93	130	203	95	119
chr1	29651613	29651813	0	0	0	0	0	0
chr1	29651813	29652213	75	0	1	0	2	0
chr1	29652213	29652413	39	0	0	0	0	0
chr1	29798813	29799013	0	0	0	0	0	0
chr1	29827213	29827813	0	0	0	0	0	0
chr1	29829013	29829413	0	0	0	0	0	0
chr1	30396813	30397413	0	0	0	0	0	0
chr1	30397613	30398213	0	0	0	0	0	0
chr1	30445613	30448213	0	0	0	0	0	0
chr1	30454413	30455213	0	0	0	0	0	0
chr1	30475413	30475613	0	0	0	0	0	0
chr1	31124613	31125613	0	0	0	0	0	0
chr1	31158413	31158813	19	0	35	1	1	8
chr1	31232813	31233013	0	0	0	0	0	0
chr1	31320213	31320813	0	0	0	0	0	0
chr1	31353413	31353613	0	0	0	0	0	0
chr1	31360613	31360813	1	2	25	197	107	0
chr1	31595013	31595213	0	0	0	0	0	0
chr1	31627213	31627613	413	317	342	1177	1088	267
chr1	31643413	31644013	1	0	2	32	41	0
chr1	31689013	31689213	0	0	0	0	0	0
chr1	31845613	31846613	344	65	137	343	203	182
chr1	31846813	31847013	2	1	0	0	37	0
chr1	31847813	31848013	1	15	83	1	3	15
chr1	32106413	32106813	0	189	80	3	13	75
chr1	32170213	32170813	36	0	0	0	2	0
chr1	32191013	32191213	0	28	79	112	7	36
chr1	32217613	32218613	145	61	0	3	5	17
chr1	32224013	32224213	0	1	1	112	6	13
chr1	32248013	32248613	8	28	4	96	5	43
chr1	32253213	32253413	86	90	88	55	13	34
chr1	32253413	32253813	149	65	267	140	390	72
chr1	32281213	32281613	376	309	1135	1437	1444	536
chr1	32417613	32418013	0	0	72	0	1	0
chr1	32420213	32421213	106	6	226	201	249	3
chr1	32421613	32422213	3	35	46	4	94	1
chr1	32528213	32529013	549	435	612	1551	1099	413
chr1	32644413	32644813	364	496	294	691	683	382
chr1	32644813	32645213	480	621	522	1867	1175	511
chr1	32797813	32798213	463	323	352	816	835	627
chr1	32798213	32798613	922	1062	509	1842	807	952
chr1	32799813	32800613	1349	1359	1319	2131	1521	1406
chr1	32903213	32904013	1	0	3	2	1	1
chr1	32904213	32904613	0	0	0	0	0	0
chr1	33181813	33182013	0	0	0	0	0	6
chr1	33182013	33182213	53	0	0	0	49	36
chr1	33207813	33208413	60	3	69	177	197	24
chr1	33224213	33224613	21	1	0	1	33	0
chr1	33224613	33227613	1	1	182	52	44	66
chr1	33227613	33227813	0	0	0	0	8	0
chr1	33449813	33450013	0	0	0	0	0	0
chr1	33450013	33450213	0	0	0	0	0	0
chr1	33450213	33450613	64	0	0	0	1	0
chr1	33458413	33458813	2	0	33	101	10	39
chr1	33605813	33606613	72	1	16	82	73	66
chr1	33616813	33617813	0	2	1	55	26	33
chr1	33618213	33619413	2	44	1	53	81	1
chr1	33803813	33804613	190	213	374	225	379	252
chr1	33804613	33804813	84	174	236	331	398	143
chr1	33806813	33807013	5	141	64	10	80	79
chr1	33807013	33807613	110	3	170	3	3	68
chr1	33807613	33808613	362	345	485	299	425	278
chr1	33829213	33829413	46	1	3	6	113	10
chr1	34101013	34102013	0	0	0	0	0	0
chr1	34436013	34436213	0	0	0	0	0	0
chr1	34485013	34485413	0	0	0	0	0	0
chr1	34631613	34632213	0	0	0	0	0	0
chr1	34654413	34654813	0	0	0	0	0	0
chr1	35220813	35221013	0	0	3	106	1	0
chr1	35316213	35316413	206	112	4	193	288	102
chr1	35318613	35319013	76	127	135	213	131	106
chr1	35676013	35676613	0	0	0	0	0	0
